"","siteid","Sample","substrate","Site","sticID","wet_dry","n_wet","n_total","prc_missing","prc_wet","tempC_mean","LeafSpecies1","LeafSpecies2","LeafSpecies3","Elm","Populus","Oak","Locust","Graminales","Elderberry","Rubrus","Forb","Shrub","Unknown","Sediment.Texture.Description","Percent.Rocks","Percent.Leaf.Litter","Percent.Sediment","meanN2Ar","meanO2Ar","meanO2","project","date","rType","rep","sublocation","month","time_cst","sub_watershed","burn_area","stream_order","elevation","flow_state","conductivity","canopy_cover_percent","long","lat","stic_sublocation","stream_temp_C_1wk_avg","stream_temp_C_2wk_avg","stream_temp_C_3wk_avg","percent_wet_1wk_avg","percent_wet_2wk_avg","percent_wet_3wk_avg","twi","distance_from_outlet","drainage_area","wetted_width","slope_percent","weather","pH","crewBGC","crewMicro","wetdrybin","alpha.cent","page.rank","imp.closeness.cent","betweenness.cent","n.nodes.in.paths","n.paths","upstream.network.length","path.length.mean","path.length.var","path.length.skew","path.length.kurt","path.degree.mean","path.degree.var","path.degree.skew","path.degree.kurt","in.eccentricity","mean.efficiency","alpha.cent.wt","flowing.upstream.length.m","W_Chl.a_ug_per_mL","rock_area","B_Chl.a_ug_per_cm2","Biofilm_B_Glucosidase_Activity_.umoles_hr_1_mL_1_cm_2.","Biofilm_Phospahtase_Activity_.umoles_hr_1_mL_1_cm_2.","Biofilm_N_Acetylglucosaminidase_Activity_.umoles_hr_1_mL_1_cm_2.","Water_B_Glucosidase_Activity_.umoles_hr_1_mL_1.","Water_Phospahtase_Activity_.umoles_hr_1_mL_1.","Water_N_Acetylglucosaminidase_Activity_.umoles_hr_1_mL_1.","Leaf_Litter_B_Glucosidase_Activity_.umolperhperg_DW.","Leaf_Litter_B_Glucosidase_Activity_.umolperhperg_OM.","Leaf_Litter_Phosphatase_Activity_.umolperhperg_DW.","Leaf_Litter_Phosphatase_Activity_.umolperhperg_OM.","Leaf_Litter_N_Acetylglucosaminidase_Activity_.umolperhperg_DW.","Leaf_Litter_N_Acetylglucosaminidase_Activity_.umolperhperg_OM.","Leaf_Litter_Phenol_Oxidase_Activity_.umolperhperg_DW.","Leaf_Litter_Phenol_Oxidase_Activity_.umolperhperg_OM.","Leaf_Litter_Peroxidase_Activity_.umolperhperg_DW.","Leaf_Litter_Peroxidase_Activity_.umolperhperg_OM.","Sediment_B_Glucosidase_Activity_.umolperhperg_DW.","Sediment_B_Glucosidase_Activity_.umolperhperg_OM.","Sediment_Phosphatase_Activity_.umolperhperg_DW.","Sediment_Phosphatase_Activity_.umolperhperg_OM.","Sediment_N_Acetylglucosaminidase_Activity_.umolperhperg_DW.","Sediment_N_Acetylglucosaminidase_Activity_.umolperhperg_OM.","Sediment_Phenol_Oxidase_Activity_.umolperhperg_DW.","Sediment_Phenol_Activity_.umolperhperg_OM.","Sediment_Peroxidase_Activity_.umolperhperg_DW.","Sediment_Peroxidase_Activity_.umolperhperg_OM.","X16SCopyNocm2biofilm","X16SCopyNogleaftissue","X16SCopyNogsediment","X16SCopyNomLwater","ITSCopyNocm2biofilm","ITSCopyNogleaftissue","ITSCopyNogsediment","ITSCopyNomLwater","ITSsxtSRatioCopyNumberBio","ITSsxtSRatioCopyNumberLeaf","ITSsxtSRatioCopyNumberSed","ITSsxtSRatioCopyNumberWater"
"04m09_S","04M09","04m09_S","S","04m09","04M09_1","WET",13835,56154,0.003955514,0.246376037,14.56688873,"Populus","Elm","Unknown",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,37.6797,20.82387,447.822,"AIMS",20210606,"ENVD",1,"SW","June","15:30","04M","N4D",2,384.8762207,"flowing",546.1,32.3,-96.581629,39.079941,"HS",15.46200594,15.59828253,15.63621096,1,1,1,15.01551914,1.8,8.4654,"1.2",2.919221629,"cloudy, hot",8.07,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,18727084.1080024,0.019353793523735,0.233930005518627,30,3,3,828.22331,584.696441333333,35303.9417904692,0.570981422527191,NA,1.33333333333333,0.222222222222222,1.73205080756888,NA,828.22331,0.000139161216846298,11.7394190390555,828.22331,69.10203392,40.5,1.668,0.004389993,0.100531059,0.009524373,0.04063893,0.118660894,0,72.86123993,64.76554661,24.64257948,21.9045151,5.251697267,4.668175349,14.60812141,12.98499681,14.18925054,12.61266715,0.084309082,2.242621593,0.212581317,5.654663027,0.012892148,0.342931135,0.403007475,10.71999883,0,5.959570905,5243158,4608601267,102149745,164500,300953872,324538800,55518304581,112167880,1.383,0.787,1.65,1.558
"04m09_W","04M09","04m09_W","W","04m09","04M09_1","WET",13835,56154,0.003955514,0.246376037,14.56688873,"Populus","Elm","Unknown",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,37.6797,20.82387,447.822,"AIMS",20210606,"ENVD",1,"SW","June","15:30","04M","N4D",2,384.8762207,"flowing",546.1,32.3,-96.581629,39.079941,"HS",15.46200594,15.59828253,15.63621096,1,1,1,15.01551914,1.8,8.4654,"1.2",2.919221629,"cloudy, hot",8.07,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,18727084.1080024,0.019353793523735,0.233930005518627,30,3,3,828.22331,584.696441333333,35303.9417904692,0.570981422527191,NA,1.33333333333333,0.222222222222222,1.73205080756888,NA,828.22331,0.000139161216846298,11.7394190390555,828.22331,69.10203392,40.5,1.668,0.004389993,0.100531059,0.009524373,0.04063893,0.118660894,0,72.86123993,64.76554661,24.64257948,21.9045151,5.251697267,4.668175349,14.60812141,12.98499681,14.18925054,12.61266715,0.084309082,2.242621593,0.212581317,5.654663027,0.012892148,0.342931135,0.403007475,10.71999883,0,5.959570905,5243158,4608601267,102149745,164500,300953872,324538800,55518304581,112167880,1.383,0.787,1.65,1.558
"04m09_B","04M09","04m09_B","B","04m09","04M09_1","WET",13835,56154,0.003955514,0.246376037,14.56688873,"Populus","Elm","Unknown",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,37.6797,20.82387,447.822,"AIMS",20210606,"ENVD",1,"SW","June","15:30","04M","N4D",2,384.8762207,"flowing",546.1,32.3,-96.581629,39.079941,"HS",15.46200594,15.59828253,15.63621096,1,1,1,15.01551914,1.8,8.4654,"1.2",2.919221629,"cloudy, hot",8.07,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,18727084.1080024,0.019353793523735,0.233930005518627,30,3,3,828.22331,584.696441333333,35303.9417904692,0.570981422527191,NA,1.33333333333333,0.222222222222222,1.73205080756888,NA,828.22331,0.000139161216846298,11.7394190390555,828.22331,69.10203392,40.5,1.668,0.004389993,0.100531059,0.009524373,0.04063893,0.118660894,0,72.86123993,64.76554661,24.64257948,21.9045151,5.251697267,4.668175349,14.60812141,12.98499681,14.18925054,12.61266715,0.084309082,2.242621593,0.212581317,5.654663027,0.012892148,0.342931135,0.403007475,10.71999883,0,5.959570905,5243158,4608601267,102149745,164500,300953872,324538800,55518304581,112167880,1.383,0.787,1.65,1.558
"04m09_L","04M09","04m09_L","L","04m09","04M09_1","WET",13835,56154,0.003955514,0.246376037,14.56688873,"Populus","Elm","Unknown",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,37.6797,20.82387,447.822,"AIMS",20210606,"ENVD",1,"SW","June","15:30","04M","N4D",2,384.8762207,"flowing",546.1,32.3,-96.581629,39.079941,"HS",15.46200594,15.59828253,15.63621096,1,1,1,15.01551914,1.8,8.4654,"1.2",2.919221629,"cloudy, hot",8.07,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,18727084.1080024,0.019353793523735,0.233930005518627,30,3,3,828.22331,584.696441333333,35303.9417904692,0.570981422527191,NA,1.33333333333333,0.222222222222222,1.73205080756888,NA,828.22331,0.000139161216846298,11.7394190390555,828.22331,69.10203392,40.5,1.668,0.004389993,0.100531059,0.009524373,0.04063893,0.118660894,0,72.86123993,64.76554661,24.64257948,21.9045151,5.251697267,4.668175349,14.60812141,12.98499681,14.18925054,12.61266715,0.084309082,2.242621593,0.212581317,5.654663027,0.012892148,0.342931135,0.403007475,10.71999883,0,5.959570905,5243158,4608601267,102149745,164500,300953872,324538800,55518304581,112167880,1.383,0.787,1.65,1.558
"04m10_S","04M10","04m10_S","S","04m10","04M10_1","WET",12190,56175,0.003583021,0.217000445,13.96868678,"Elm","Populus","Populus",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,36.76538,17.60528,378.5998,"AIMS",20210606,"ENVD",1,"SW","June","16:30","04M","N4D",2,393.9353333,"flowing",555,62.5,-96.58289,39.077433,"HS",15.49735513,15.61895167,15.65964608,1,1,1,14.87435055,2.1,6.5928,"0.6",2.618615199,"cloudy, hot",8.07,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,50495.9779607657,0.0156239387564612,0.31230116492142,22,2,2,457.360444,320.750363,18662.3142308266,Inf,NA,1,0,NA,NA,457.360444,0.000185782965449982,5.61757136645697,457.360444,8.865,33.5,0.164,0,0.121565708,0.00664096,0.041419805,0.076096283,0.067553646,54.52999916,54.52999916,47.29347416,47.29347416,12.68432946,12.68432946,18.46972866,18.46972866,81.52653665,81.52653665,0.220121535,3.27430783,0.471642759,7.015686043,0.04294528,0.638811038,0.397527039,5.913214701,0.23974886,4.72904241,7655036,6527198953,7077899461,NA,16025470,140196420,1.09e+12,NA,1.152,0.702,1.397,NA
"04m10_W","04M10","04m10_W","W","04m10","04M10_1","WET",12190,56175,0.003583021,0.217000445,13.96868678,"Elm","Populus","Populus",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,36.76538,17.60528,378.5998,"AIMS",20210606,"ENVD",1,"SW","June","16:30","04M","N4D",2,393.9353333,"flowing",555,62.5,-96.58289,39.077433,"HS",15.49735513,15.61895167,15.65964608,1,1,1,14.87435055,2.1,6.5928,"0.6",2.618615199,"cloudy, hot",8.07,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,50495.9779607657,0.0156239387564612,0.31230116492142,22,2,2,457.360444,320.750363,18662.3142308266,Inf,NA,1,0,NA,NA,457.360444,0.000185782965449982,5.61757136645697,457.360444,8.865,33.5,0.164,0,0.121565708,0.00664096,0.041419805,0.076096283,0.067553646,54.52999916,54.52999916,47.29347416,47.29347416,12.68432946,12.68432946,18.46972866,18.46972866,81.52653665,81.52653665,0.220121535,3.27430783,0.471642759,7.015686043,0.04294528,0.638811038,0.397527039,5.913214701,0.23974886,4.72904241,7655036,6527198953,7077899461,NA,16025470,140196420,1.09e+12,NA,1.152,0.702,1.397,NA
"04m10_L","04M10","04m10_L","L","04m10","04M10_1","WET",12190,56175,0.003583021,0.217000445,13.96868678,"Elm","Populus","Populus",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,36.76538,17.60528,378.5998,"AIMS",20210606,"ENVD",1,"SW","June","16:30","04M","N4D",2,393.9353333,"flowing",555,62.5,-96.58289,39.077433,"HS",15.49735513,15.61895167,15.65964608,1,1,1,14.87435055,2.1,6.5928,"0.6",2.618615199,"cloudy, hot",8.07,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,50495.9779607657,0.0156239387564612,0.31230116492142,22,2,2,457.360444,320.750363,18662.3142308266,Inf,NA,1,0,NA,NA,457.360444,0.000185782965449982,5.61757136645697,457.360444,8.865,33.5,0.164,0,0.121565708,0.00664096,0.041419805,0.076096283,0.067553646,54.52999916,54.52999916,47.29347416,47.29347416,12.68432946,12.68432946,18.46972866,18.46972866,81.52653665,81.52653665,0.220121535,3.27430783,0.471642759,7.015686043,0.04294528,0.638811038,0.397527039,5.913214701,0.23974886,4.72904241,7655036,6527198953,7077899461,NA,16025470,140196420,1.09e+12,NA,1.152,0.702,1.397,NA
"04m10_B","04M10","04m10_B","B","04m10","04M10_1","WET",12190,56175,0.003583021,0.217000445,13.96868678,"Elm","Populus","Populus",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,36.76538,17.60528,378.5998,"AIMS",20210606,"ENVD",1,"SW","June","16:30","04M","N4D",2,393.9353333,"flowing",555,62.5,-96.58289,39.077433,"HS",15.49735513,15.61895167,15.65964608,1,1,1,14.87435055,2.1,6.5928,"0.6",2.618615199,"cloudy, hot",8.07,"Jess Wilhelm, Sarah Flynn","Kevin Kuehn, Charlie Bond",1,50495.9779607657,0.0156239387564612,0.31230116492142,22,2,2,457.360444,320.750363,18662.3142308266,Inf,NA,1,0,NA,NA,457.360444,0.000185782965449982,5.61757136645697,457.360444,8.865,33.5,0.164,0,0.121565708,0.00664096,0.041419805,0.076096283,0.067553646,54.52999916,54.52999916,47.29347416,47.29347416,12.68432946,12.68432946,18.46972866,18.46972866,81.52653665,81.52653665,0.220121535,3.27430783,0.471642759,7.015686043,0.04294528,0.638811038,0.397527039,5.913214701,0.23974886,4.72904241,7655036,6527198953,7077899461,NA,16025470,140196420,1.09e+12,NA,1.152,0.702,1.397,NA
"04m11_L","04M11","04m11_L","L","04m11","04M11_1","WET",4272,56174,0.003600759,0.076049418,14.44124951,"Grass","Grass","Shrub",0,0,0,0,1,0,0,0,1,0,"Very silty and gravel",15,20,65,38.24263,21.43392,290.3476,"AIMS",20210607,"ENVD",1,"SW","June","13:45","04M","N4D",2,404.717041,"flowing",528.5,37.5,-96.583835,39.074718,"HS",15.80325409,15.53535316,15.59864021,1,1,1,13.76612186,2.5,2.8759,"0.57",3.458180553,"80s, sunny",8.25,"Eva Burke, Bri Richards","Charlie Bond, Harley-Payj Leatherman",1,274.220162,0.0112358743243745,0.150062131944713,12,1,1,273.220162,273.220162,0,NA,NA,0,0,NA,NA,273.220162,8.92695609427207e-05,0.693147180559945,273.220162,19.96584378,54.3,0.268,0.03424522,0.199396963,0.016080893,0.017060596,0,0.020994969,23.15583218,7.718610727,37.46350085,12.48783362,2.850776087,0.950258696,27.97281147,9.324270491,25.1842446,8.394748199,0.305679038,4.585185565,0.320947721,4.814215813,0.012825694,0.192385408,0.277053382,4.155800723,0.010776736,0,13577133,13961927711,5483701991,42143,4696255,774736290,1.21e+12,66068908,0.969,0.776,1.431,1.659
"04m11_S","04M11","04m11_S","S","04m11","04M11_1","WET",4272,56174,0.003600759,0.076049418,14.44124951,"Grass","Grass","Shrub",0,0,0,0,1,0,0,0,1,0,"Very silty and gravel",15,20,65,38.24263,21.43392,290.3476,"AIMS",20210607,"ENVD",1,"SW","June","13:45","04M","N4D",2,404.717041,"flowing",528.5,37.5,-96.583835,39.074718,"HS",15.80325409,15.53535316,15.59864021,1,1,1,13.76612186,2.5,2.8759,"0.57",3.458180553,"80s, sunny",8.25,"Eva Burke, Bri Richards","Charlie Bond, Harley-Payj Leatherman",1,274.220162,0.0112358743243745,0.150062131944713,12,1,1,273.220162,273.220162,0,NA,NA,0,0,NA,NA,273.220162,8.92695609427207e-05,0.693147180559945,273.220162,19.96584378,54.3,0.268,0.03424522,0.199396963,0.016080893,0.017060596,0,0.020994969,23.15583218,7.718610727,37.46350085,12.48783362,2.850776087,0.950258696,27.97281147,9.324270491,25.1842446,8.394748199,0.305679038,4.585185565,0.320947721,4.814215813,0.012825694,0.192385408,0.277053382,4.155800723,0.010776736,0,13577133,13961927711,5483701991,42143,4696255,774736290,1.21e+12,66068908,0.969,0.776,1.431,1.659
"04m11_W","04M11","04m11_W","W","04m11","04M11_1","WET",4272,56174,0.003600759,0.076049418,14.44124951,"Grass","Grass","Shrub",0,0,0,0,1,0,0,0,1,0,"Very silty and gravel",15,20,65,38.24263,21.43392,290.3476,"AIMS",20210607,"ENVD",1,"SW","June","13:45","04M","N4D",2,404.717041,"flowing",528.5,37.5,-96.583835,39.074718,"HS",15.80325409,15.53535316,15.59864021,1,1,1,13.76612186,2.5,2.8759,"0.57",3.458180553,"80s, sunny",8.25,"Eva Burke, Bri Richards","Charlie Bond, Harley-Payj Leatherman",1,274.220162,0.0112358743243745,0.150062131944713,12,1,1,273.220162,273.220162,0,NA,NA,0,0,NA,NA,273.220162,8.92695609427207e-05,0.693147180559945,273.220162,19.96584378,54.3,0.268,0.03424522,0.199396963,0.016080893,0.017060596,0,0.020994969,23.15583218,7.718610727,37.46350085,12.48783362,2.850776087,0.950258696,27.97281147,9.324270491,25.1842446,8.394748199,0.305679038,4.585185565,0.320947721,4.814215813,0.012825694,0.192385408,0.277053382,4.155800723,0.010776736,0,13577133,13961927711,5483701991,42143,4696255,774736290,1.21e+12,66068908,0.969,0.776,1.431,1.659
"04m11_B","04M11","04m11_B","B","04m11","04M11_1","WET",4272,56174,0.003600759,0.076049418,14.44124951,"Grass","Grass","Shrub",0,0,0,0,1,0,0,0,1,0,"Very silty and gravel",15,20,65,38.24263,21.43392,290.3476,"AIMS",20210607,"ENVD",1,"SW","June","13:45","04M","N4D",2,404.717041,"flowing",528.5,37.5,-96.583835,39.074718,"HS",15.80325409,15.53535316,15.59864021,1,1,1,13.76612186,2.5,2.8759,"0.57",3.458180553,"80s, sunny",8.25,"Eva Burke, Bri Richards","Charlie Bond, Harley-Payj Leatherman",1,274.220162,0.0112358743243745,0.150062131944713,12,1,1,273.220162,273.220162,0,NA,NA,0,0,NA,NA,273.220162,8.92695609427207e-05,0.693147180559945,273.220162,19.96584378,54.3,0.268,0.03424522,0.199396963,0.016080893,0.017060596,0,0.020994969,23.15583218,7.718610727,37.46350085,12.48783362,2.850776087,0.950258696,27.97281147,9.324270491,25.1842446,8.394748199,0.305679038,4.585185565,0.320947721,4.814215813,0.012825694,0.192385408,0.277053382,4.155800723,0.010776736,0,13577133,13961927711,5483701991,42143,4696255,774736290,1.21e+12,66068908,0.969,0.776,1.431,1.659
"04m12_W","04M12","04m12_W","W","04m12","04M12_1","WET",10643,40546,0.280806002,0.262491984,13.88961895,"Grass","Grass","Elm",1,0,0,0,1,0,0,0,0,0,"Sily clay gravel",40,1,30,39.1988,15.23207,216.4251,"AIMS",20210607,"ENVD",1,"SW","June","14:22","04M","N4D",1,407.2463074,"flowing",569.1,72.9,-96.584063,39.073158,"HS",15.04872214,15.04682528,15.21936239,1,1,1,14.38844585,2.7,2.2526,"2.7",1.45519363,"80s, hot as heck",8.21,"Bri Richards, Eva Burke, Sam Thomas","Lydia Zeglin, Charlie Bond, Harley-Payj Leatherman",1,1,0.00607344558074295,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.693147180559945,0,138.4690968,83.6,0.179,0.008142936,0.173609946,0.009017896,0.087616822,0,0.007305976,60.7076994,45.53077455,50.6928436,38.0196327,8.394805594,6.296104195,25.8647877,19.39859078,59.26949507,44.4521213,0.107208337,0.921991701,0.32090307,2.759766405,0.011069772,0.095200041,0.637444617,5.482023703,0.357468078,0,67818725,11831311745,5819021066,370286,2092213,1014252930,1.12e+12,215258370,0.729,0.805,1.417,1.569
"04m12_L","04M12","04m12_L","L","04m12","04M12_1","WET",10643,40546,0.280806002,0.262491984,13.88961895,"Grass","Grass","Elm",1,0,0,0,1,0,0,0,0,0,"Sily clay gravel",40,1,30,39.1988,15.23207,216.4251,"AIMS",20210607,"ENVD",1,"SW","June","14:22","04M","N4D",1,407.2463074,"flowing",569.1,72.9,-96.584063,39.073158,"HS",15.04872214,15.04682528,15.21936239,1,1,1,14.38844585,2.7,2.2526,"2.7",1.45519363,"80s, hot as heck",8.21,"Bri Richards, Eva Burke, Sam Thomas","Lydia Zeglin, Charlie Bond, Harley-Payj Leatherman",1,1,0.00607344558074295,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.693147180559945,0,138.4690968,83.6,0.179,0.008142936,0.173609946,0.009017896,0.087616822,0,0.007305976,60.7076994,45.53077455,50.6928436,38.0196327,8.394805594,6.296104195,25.8647877,19.39859078,59.26949507,44.4521213,0.107208337,0.921991701,0.32090307,2.759766405,0.011069772,0.095200041,0.637444617,5.482023703,0.357468078,0,67818725,11831311745,5819021066,370286,2092213,1014252930,1.12e+12,215258370,0.729,0.805,1.417,1.569
"04m12_S","04M12","04m12_S","S","04m12","04M12_1","WET",10643,40546,0.280806002,0.262491984,13.88961895,"Grass","Grass","Elm",1,0,0,0,1,0,0,0,0,0,"Sily clay gravel",40,1,30,39.1988,15.23207,216.4251,"AIMS",20210607,"ENVD",1,"SW","June","14:22","04M","N4D",1,407.2463074,"flowing",569.1,72.9,-96.584063,39.073158,"HS",15.04872214,15.04682528,15.21936239,1,1,1,14.38844585,2.7,2.2526,"2.7",1.45519363,"80s, hot as heck",8.21,"Bri Richards, Eva Burke, Sam Thomas","Lydia Zeglin, Charlie Bond, Harley-Payj Leatherman",1,1,0.00607344558074295,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.693147180559945,0,138.4690968,83.6,0.179,0.008142936,0.173609946,0.009017896,0.087616822,0,0.007305976,60.7076994,45.53077455,50.6928436,38.0196327,8.394805594,6.296104195,25.8647877,19.39859078,59.26949507,44.4521213,0.107208337,0.921991701,0.32090307,2.759766405,0.011069772,0.095200041,0.637444617,5.482023703,0.357468078,0,67818725,11831311745,5819021066,370286,2092213,1014252930,1.12e+12,215258370,0.729,0.805,1.417,1.569
"04m12_B","04M12","04m12_B","B","04m12","04M12_1","WET",10643,40546,0.280806002,0.262491984,13.88961895,"Grass","Grass","Elm",1,0,0,0,1,0,0,0,0,0,"Sily clay gravel",40,1,30,39.1988,15.23207,216.4251,"AIMS",20210607,"ENVD",1,"SW","June","14:22","04M","N4D",1,407.2463074,"flowing",569.1,72.9,-96.584063,39.073158,"HS",15.04872214,15.04682528,15.21936239,1,1,1,14.38844585,2.7,2.2526,"2.7",1.45519363,"80s, hot as heck",8.21,"Bri Richards, Eva Burke, Sam Thomas","Lydia Zeglin, Charlie Bond, Harley-Payj Leatherman",1,1,0.00607344558074295,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0.693147180559945,0,138.4690968,83.6,0.179,0.008142936,0.173609946,0.009017896,0.087616822,0,0.007305976,60.7076994,45.53077455,50.6928436,38.0196327,8.394805594,6.296104195,25.8647877,19.39859078,59.26949507,44.4521213,0.107208337,0.921991701,0.32090307,2.759766405,0.011069772,0.095200041,0.637444617,5.482023703,0.357468078,0,67818725,11831311745,5819021066,370286,2092213,1014252930,1.12e+12,215258370,0.729,0.805,1.417,1.569
"04m13_S","04M13","04m13_S","S","04m13","04M13_1","DRY",4719,51568,0.085300743,0.091510239,17.22484603,"Elm","Forb","Grass",1,0,0,0,1,0,0,1,0,0,"Silty clay loam",50,4,35,NA,NA,NA,"AIMS",20210607,"ENVD",1,"SW","June","16:13","04M","N4D",1,407.2463074,"dry",NA,50,-96.584299,39.070814,"HS",20.93713224,19.98362082,20.19476903,0.185735513,0.189591078,0.290826285,14.38844585,2.93,2.2526,"",1.45519363,"80s, sunny",NA,"Bri Richards, Eva Burke, Sam Thomas","Lydia Zeglin, Charlie Bond, Harley-Payj Leatherman",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,0.552,0.187438992,0.776497554,0.009929169,NA,NA,NA,41.50874995,46.69734369,16.06356862,18.0715147,8.624242926,9.702273291,5.580964201,6.278584726,4.512268928,5.076302544,0.646166751,3.656358198,1.299235149,7.351769622,0.174362457,0.986636339,0.648521858,3.669684659,0.100763657,0,3228806,29159493671,30207823703,NA,NA,3703406350,3.66e+12,NA,NA,0.841,1.365,NA
"04m13_W","04M13","04m13_W","W","04m13","04M13_1","DRY",4719,51568,0.085300743,0.091510239,17.22484603,"Elm","Forb","Grass",1,0,0,0,1,0,0,1,0,0,"Silty clay loam",50,4,35,NA,NA,NA,"AIMS",20210607,"ENVD",1,"SW","June","16:13","04M","N4D",1,407.2463074,"dry",NA,50,-96.584299,39.070814,"HS",20.93713224,19.98362082,20.19476903,0.185735513,0.189591078,0.290826285,14.38844585,2.93,2.2526,"",1.45519363,"80s, sunny",NA,"Bri Richards, Eva Burke, Sam Thomas","Lydia Zeglin, Charlie Bond, Harley-Payj Leatherman",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,0.552,0.187438992,0.776497554,0.009929169,NA,NA,NA,41.50874995,46.69734369,16.06356862,18.0715147,8.624242926,9.702273291,5.580964201,6.278584726,4.512268928,5.076302544,0.646166751,3.656358198,1.299235149,7.351769622,0.174362457,0.986636339,0.648521858,3.669684659,0.100763657,0,3228806,29159493671,30207823703,NA,NA,3703406350,3.66e+12,NA,NA,0.841,1.365,NA
"04m13_L","04M13","04m13_L","L","04m13","04M13_1","DRY",4719,51568,0.085300743,0.091510239,17.22484603,"Elm","Forb","Grass",1,0,0,0,1,0,0,1,0,0,"Silty clay loam",50,4,35,NA,NA,NA,"AIMS",20210607,"ENVD",1,"SW","June","16:13","04M","N4D",1,407.2463074,"dry",NA,50,-96.584299,39.070814,"HS",20.93713224,19.98362082,20.19476903,0.185735513,0.189591078,0.290826285,14.38844585,2.93,2.2526,"",1.45519363,"80s, sunny",NA,"Bri Richards, Eva Burke, Sam Thomas","Lydia Zeglin, Charlie Bond, Harley-Payj Leatherman",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,0.552,0.187438992,0.776497554,0.009929169,NA,NA,NA,41.50874995,46.69734369,16.06356862,18.0715147,8.624242926,9.702273291,5.580964201,6.278584726,4.512268928,5.076302544,0.646166751,3.656358198,1.299235149,7.351769622,0.174362457,0.986636339,0.648521858,3.669684659,0.100763657,0,3228806,29159493671,30207823703,NA,NA,3703406350,3.66e+12,NA,NA,0.841,1.365,NA
"04m13_B","04M13","04m13_B","B","04m13","04M13_1","DRY",4719,51568,0.085300743,0.091510239,17.22484603,"Elm","Forb","Grass",1,0,0,0,1,0,0,1,0,0,"Silty clay loam",50,4,35,NA,NA,NA,"AIMS",20210607,"ENVD",1,"SW","June","16:13","04M","N4D",1,407.2463074,"dry",NA,50,-96.584299,39.070814,"HS",20.93713224,19.98362082,20.19476903,0.185735513,0.189591078,0.290826285,14.38844585,2.93,2.2526,"",1.45519363,"80s, sunny",NA,"Bri Richards, Eva Burke, Sam Thomas","Lydia Zeglin, Charlie Bond, Harley-Payj Leatherman",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,0.552,0.187438992,0.776497554,0.009929169,NA,NA,NA,41.50874995,46.69734369,16.06356862,18.0715147,8.624242926,9.702273291,5.580964201,6.278584726,4.512268928,5.076302544,0.646166751,3.656358198,1.299235149,7.351769622,0.174362457,0.986636339,0.648521858,3.669684659,0.100763657,0,3228806,29159493671,30207823703,NA,NA,3703406350,3.66e+12,NA,NA,0.841,1.365,NA
